162
t_index	tf-idf
166	0.05480667107183083
697	0.05371431485655885
902	0.019523963085084854
918	0.030932018090951613
977	0.032722224968115186
983	0.024595914246815943
1023	0.029657449364072146
1206	0.03926744492082688
1601	0.08119201562821148
1905	0.04658664798397616
1996	0.20690287130704108
2076	0.0673840112750643
2167	0.03220607053991402
2294	0.029922772565026488
2493	0.1926380785489182
2626	0.04460219204206803
2643	0.06836400106865935
2730	0.05722313958416022
2737	0.09559244847345802
2759	0.06920757760618584
2762	0.036580352268841564
2763	0.06278328484672997
2801	0.026904657243664885
2814	0.05953188258100916
2992	0.0403731112901836
3000	0.11382739477816027
3164	0.10042538549811682
3167	0.014367779597954352
3214	0.19022927541738927
3294	0.060748462708808945
3347	0.07306570490691222
3635	0.054070820049784786
3650	0.1384151552123717
3716	0.07102924925873422
3729	0.04856479029086719
3741	0.056379563046633725
3808	0.031026757447457278
4099	0.07009443298809265
4120	0.05235754931220922
4127	0.07418156879310965
4182	0.047060373214682975
4191	0.055575237125969006
4225	0.0576608816815834
4260	0.0305581680817228
4417	0.04245039314222397
4426	0.0293961362393826
4428	0.056379563046633725
4429	0.09819365772572196
4457	0.01564631021559535
4620	0.0970860662553694
4734	0.04658664798397616
4765	0.043395431044438576
4790	0.19406916190192694
4920	0.03230807608240695
4921	0.07762881760535745
4949	0.01885335700575396
5024	0.1074286297131177
5425	0.05021269274905841
5544	0.04618299434126345
5548	0.06820497593221739
5556	0.03752244696068184
5594	0.038084769345025776
5716	0.10200857213788728
5769	0.022734991977405798
5770	0.09317645365023709
5806	0.05904481123670859
5868	0.06163019836423519
5915	0.05336501228343384
5970	0.04715713702986459
5975	0.10901901897298909
6168	0.0360641978406404
6489	0.06054922831289281
6554	0.0132791224668629
6603	0.02227080599621115
6625	0.025538008938656223
6630	0.04804863586266602
6660	0.04208638202775917
6744	0.04172987683453323
6760	0.027827003344777626
6805	0.05518352625369745
6909	0.06767837579591379
6959	0.023827348192677764
7056	0.04398828532915972
7133	0.02427151656384235
7143	0.09002413411586165
7152	0.09703458095096347
7169	0.04635456544833203
7296	0.03180396196757691
7340	0.030012126196983124
7377	0.038964105749078826
7555	0.06920757760618584
7584	0.3414111892201578
7757	0.038814408802678724
7808	0.03507593519265735
7809	0.08119201562821148
7821	0.019572873695643006
8032	0.10901901897298909
8036	0.01899488485712744
8037	0.013657622720952327
8089	0.03060211082256668
8111	0.055972723351185354
8207	0.06755967514799462
8277	0.14403502381343453
8370	0.3425778643984417
8388	0.030012126196983124
8539	0.07853488984165376
8709	0.0302829916212894
8724	0.026979667727053208
8777	0.05292260491384096
8805	0.020685472566383235
8811	0.05722313958416022
8875	0.07418156879310965
8877	0.08268131371373992
8879	0.027591763126848724
8917	0.03519642271371636
8924	0.08119201562821148
8997	0.04282223304980521
9235	0.04909682886286098
9272	0.04635456544833203
9307	0.0701518703853147
9372	0.05371431485655885
9495	0.051976392530222695
9503	0.07616953869005155
9629	0.29765941290504583
9652	0.05844819224082177
9722	0.054070820049784786
9728	0.05371431485655885
9891	0.021031340505305442
9998	0.04230008230644925
10006	0.04804863586266602
10102	0.04567644365955777
10167	0.07395567698811584
10179	0.04208638202775917
10873	0.010750553955380176
10920	0.03593753141842485
10985	0.054434831164249596
11116	0.04730219379018025
11117	0.05722313958416022
11205	0.05904481123670859
11316	0.0334717492920223
11364	0.056379563046633725
11377	0.06534945030545947
11437	0.03724799851091414
11636	0.023702510904481618
11762	0.05953188258100916
11775	0.02100175984915559
11777	0.04460219204206803
11791	0.06278328484672997
11807	0.04882876319393321
11871	0.08505014292893784
11876	0.010809463345596015
12055	0.018435594390426083
12188	0.02193066605674107
12193	0.021874620985618348
12411	0.10100657192847583
12525	0.038964105749078826
12581	0.025607307184940586
12624	0.1292323043296278
12649	0.036580352268841564
12766	0.04128691352928944
12791	0.08301368728075983
12829	0.02203448267971137
