72
t_index	tf-idf
18	0.16599089005904383
872	0.0218210560670924
1240	0.07651896509524288
1273	0.049348075534569665
1511	0.03470568724221417
1645	0.07780348379373518
1681	0.09064244266370196
1840	0.180066262414501
2057	0.08526379886500118
2121	0.06300550507161826
2396	0.15033750291609074
2822	0.0573426221554676
3112	0.2654324871919975
3193	0.0432242115895801
3980	0.09140554979282332
4083	0.20092791247096484
4084	0.09559298396476344
4128	0.14950834081605568
4640	0.04028962274953192
4814	0.16599089005904383
4895	0.035434463265124
4970	0.04385253145322424
5332	0.06697597082365496
5515	0.04165748119775691
5842	0.04966335298664947
5857	0.05063249380961985
5864	0.2575282901849282
5944	0.10814817832477606
6298	0.05569675171341245
6316	0.16599089005904383
6348	0.048969581334065246
6560	0.07601803003103942
6588	0.12949620219863742
6601	0.1425954415978851
7206	0.04398001525004665
7416	0.051468289487262814
7551	0.07434601723073114
7754	0.04724092303220524
7821	0.02980139388851033
7906	0.0834478992572888
7965	0.12362186953043265
8036	0.08676406760140161
8719	0.0862006546974696
8775	0.0597880827965207
8777	0.04028962274953192
8800	0.08712718167002624
8917	0.16076879763314406
8943	0.08990083439457289
9026	0.09932670597329894
9495	0.02637951842233909
9698	0.10814817832477606
9701	0.2348082942051106
9933	0.12362186953043265
10099	0.10681229306833297
10128	0.03197699670211997
10167	0.05630195888672429
10224	0.10717919842209606
10665	0.05887232602507459
10696	0.05713117240341346
10781	0.07645316973309557
10788	0.33198178011808765
10873	0.03273729733567795
10880	0.057770686100836216
10976	0.04797426718178833
10982	0.07315820586262013
11132	0.06435581913225787
11206	0.33198178011808765
11209	0.10717919842209606
11465	0.18981025112005487
11876	0.03291668662402194
11909	0.09950019293202465
12768	0.06274355910344684
