204
t_index	tf-idf
16	0.027526331988833752
44	0.05706067316070199
64	0.09523931177391642
91	0.0272050768674146
557	0.03963339690641539
607	0.03490384138349792
645	0.0455885001024783
647	0.06013776938309654
649	0.08699329020297955
660	0.036238695472393334
721	0.13676550030743492
983	0.022963736245132503
995	0.10178454731451611
1049	0.04635128154811912
1157	0.05537877861060522
1203	0.1847506435429503
1462	0.06167184959028636
1645	0.04770859638514335
1864	0.06461498208055952
1887	0.06925890060116985
1915	0.07940623919209606
2277	0.032636592422066804
2430	0.025980411172746572
2455	0.05383452167341517
2493	0.022481833680664785
2529	0.055126614049686676
2565	0.1908343855405734
2577	0.06417561057637851
2612	0.12471773948795133
2626	0.04164240303209669
2631	0.039462574814206494
2635	0.04203614296848729
2656	0.06723844992550485
2689	0.03769396289805236
2696	0.05048269552907634
2709	0.04462448014216596
2763	0.05861700359481338
2891	0.016582385737298526
2945	0.06461498208055952
2986	0.10173042244033001
3045	0.10178454731451611
3212	0.03800144909159482
3218	0.050149847920928574
3242	0.03145621355099513
3243	0.0905953932533061
3272	0.06821708513088606
3300	0.04051572235731498
3365	0.050660576525446636
3368	0.0905953932533061
3378	0.03784697387377108
3395	0.06821708513088606
3438	0.03739222444787696
3440	0.06307643396936226
3496	0.07750492217210672
3651	0.07419204559323136
3692	0.0363784585712291
3871	0.028616891946309415
4078	0.05048269552907634
4130	0.04022516854392273
4144	0.08529073522441029
4163	0.05302722660510983
4182	0.0878749199769533
4200	0.028444242845205372
4258	0.0840501577127064
4276	0.036238695472393334
4430	0.1572184223200017
4442	0.06855129566773081
4535	0.07156891127522487
4587	0.03529235759438679
4859	0.02511927170136379
4921	0.036238695472393334
4949	0.017602253499135603
4985	0.03379012139755043
5123	0.07286100365149639
5248	0.03863457090781295
5362	0.03064891848268979
5433	0.0905953932533061
5529	0.15160827228353907
5690	0.03503246785748641
5715	0.0905953932533061
5726	0.09523931177391642
5769	0.021226304257908855
5788	0.05918346652590731
5797	0.04223667395813949
5806	0.055126614049686676
5823	0.06821708513088606
5855	0.03963339690641539
5857	0.03104751989692947
5874	0.05754043560932914
5884	0.10178454731451611
5896	0.04371480077455628
5970	0.06604170387585219
6019	0.03084698890727727
6348	0.015013916325456931
6362	0.06631576811089669
6391	0.03135306599827852
6625	0.023843313796276404
6671	0.07508477733264494
6739	0.2617719439478122
6760	0.025980411172746572
6909	0.021062419225143136
6959	0.022246172019745925
6986	0.04051572235731498
7206	0.02696826278550108
7215	0.026054290189920386
7296	0.05938691986358729
7313	0.06461498208055952
7327	0.02184186552077613
7483	0.036238695472393334
7531	0.033203055353160746
7591	0.023650756398821814
7651	0.035162127486909105
7769	0.026581133031397756
7784	0.05383452167341517
7821	0.018274023262388934
7944	0.044163233418105706
8021	0.0733233364804782
8036	0.08867194800904857
8084	0.09523931177391642
8089	0.009523787764394095
8131	0.03403105925955429
8167	0.05537877861060522
8183	0.10164510193525081
8258	0.058069746539959825
8306	0.1085076638514861
8408	0.07940623919209606
8504	0.06980768276699584
8519	0.05861700359481338
8521	0.04770859638514335
8594	0.08156177464832735
8709	0.028273420752996475
8761	0.059573001497756066
8778	0.03963339690641539
8853	0.09523931177391642
8865	0.03452399945664066
8892	0.0943038040186204
8903	0.06821708513088606
8997	0.1199416848646669
9026	0.030453248970886665
9036	0.03477623173021309
9048	0.050149847920928574
9098	0.09523931177391642
9269	0.0471519020093102
9319	0.05263823098530763
9370	0.05468432509301477
9415	0.07750492217210672
9426	0.09499352172589041
9446	0.0534258280193495
9486	0.07580413614176953
9495	0.04852725363490089
9539	0.0590179435714644
9871	0.07426558803057227
9891	0.026180942162398767
9894	0.02403819588645181
10092	0.08699329020297955
10121	0.06051984572577518
10128	0.01960808892973174
10135	0.03355272686806935
10171	0.03477623173021309
10181	0.0954171927702867
10228	0.023908013430286975
10330	0.10178454731451611
10419	0.03391014081344334
10452	0.03757010544424725
10475	0.04203614296848729
10489	0.07426558803057227
10490	0.07037262058711734
10494	0.25215047313811917
10723	0.06461498208055952
10853	0.034399346041268285
10880	0.035424613547954446
10948	0.017427737885099392
11028	0.07940623919209606
11145	0.08699329020297955
11454	0.02689009054035625
11516	0.025330288262723318
11536	0.03754238866632247
11541	0.03769396289805236
11592	0.012849041825241792
11653	0.06723844992550485
11833	0.2444062980481279
11889	0.015315654775632327
11897	0.11405586213935208
11933	0.06925890060116985
11942	0.0905953932533061
12055	0.01721221349431212
12193	0.020423027244901387
12262	0.033435326080955945
12309	0.04770859638514335
12385	0.05425383192574305
12488	0.02155915186605662
12520	0.03863457090781295
12537	0.020633356436417904
12557	0.06544298598695306
12566	0.017041842128403376
12571	0.07037262058711734
12612	0.027284793261888693
12625	0.0905953932533061
12657	0.05918346652590731
12659	0.03274830592726664
12766	0.05139616730096717
12788	0.05152451099936014
12795	0.04635128154811912
12835	0.034399346041268285
