165
t_index	tf-idf
15	0.029775685035691474
357	0.050956508473438356
601	0.13066862339684002
607	0.04068594292322524
645	0.05314060113743845
730	0.08073219350912983
743	0.05807742500430167
871	0.07122354086479045
872	0.015597123827901856
901	0.040243177131742226
991	0.047872683486014374
1123	0.033870257584814885
1180	0.11101646836823012
1301	0.03972992018412326
1367	0.11864597472250227
1475	0.04224192630840388
1511	0.02480672336778318
1859	0.07951779294230454
1872	0.08493101384809831
1879	0.04053719370639969
1888	0.05464673898899801
1912	0.0726891171457063
1944	0.03493967477551743
1999	0.18723724570375136
2109	0.03619079082313834
2198	0.059241714548334067
2199	0.039668577433592624
2322	0.06478886255286696
2328	0.07730150749382615
2344	0.07038214873647283
2430	0.030284274859100294
2493	0.15723677950933385
2674	0.06707247071336733
2716	0.041920265861353355
2762	0.0398105907713637
2909	0.018347428550818345
2917	0.053728670183291145
2928	0.05201688353136826
2973	0.11864597472250227
3016	0.04376158674619957
3059	0.08836169986340196
3159	0.055944955631769544
3167	0.04690959149301461
3359	0.04208040876786265
3688	0.13537893249812782
3809	0.0330564365689531
3818	0.06898768289183545
3900	0.04712849436243996
3959	0.058845559327966486
4038	0.11101646836823012
4130	0.023444395324190858
4136	0.08648255357333474
4264	0.043070988946299335
4404	0.11864597472250227
4430	0.030543819359356295
4457	0.0851398106416595
4621	0.08836169986340196
4625	0.11864597472250227
4635	0.07951779294230454
4682	0.041604011728932105
4708	0.030456906142766426
4737	0.048315449277497396
4934	0.09507313741196727
4949	0.020518208105442696
4970	0.03134464991703021
5053	0.06589604529149552
5234	0.31138122671635077
5314	0.03134464991703021
5327	0.07951779294230454
5414	0.031163718927458936
5425	0.10929347797799602
5447	0.201217412140102
5448	0.09160566413580118
5458	0.06967200113955402
5484	0.023089353131861525
5538	0.05174613529280105
5539	0.11864597472250227
5732	0.07628414200419353
6144	0.11467884295281387
6173	0.041920265861353355
6227	0.05433571243764602
6323	0.05070049530057148
6489	0.06589604529149552
6517	0.05662927387948811
6554	0.028903478372535752
6556	0.0360735525751054
6601	0.03397450537465995
6603	0.02423743590951681
6760	0.030284274859100294
6763	0.04722747703358262
6842	0.05528465356846978
6897	0.08493101384809831
6959	0.0518628580224729
6985	0.030984511116344215
7001	0.021678146469449284
7247	0.04876888514464924
7362	0.07112015226436758
7416	0.03678819585426704
7530	0.11864597472250227
7531	0.03870340803273515
7591	0.055137388137943444
7735	0.05807742500430167
7769	0.030984511116344215
7811	0.018855394261789497
7862	0.06417257973862614
7888	0.07730150749382615
7906	0.059646389885640416
8060	0.054547048881888695
8089	0.011101479666311075
8259	0.07038214873647283
8260	0.08656827890583356
8311	0.06647506568223864
8397	0.0613581765375633
8877	0.10283715524991287
8879	0.030028261686233428
8978	0.08342487599653875
9000	0.039953684068841096
9422	0.0613581765375633
9541	0.0466036626255745
9785	0.05314060113743845
9892	0.0726891171457063
9998	0.01150885080275351
10023	0.04599986714509324
10056	0.06324141474412763
10131	0.03285836444593706
10137	0.039527627876127555
10167	0.040243177131742226
10212	0.07112015226436758
10351	0.05662927387948811
10403	0.03642748171677411
10419	0.039527627876127555
10452	0.04379389503090305
10696	0.04083587740526728
10738	0.053728670183291145
10948	0.06094434773669242
10993	0.07038214873647283
11064	0.056284004046733276
11116	0.051479227584492665
11481	0.041920265861353355
11544	0.022229994757365586
11552	0.09507313741196727
11627	0.04466207808408196
11658	0.04411662893852892
11682	0.05019868748406173
11711	0.050956508473438356
11751	0.05121605297369435
11775	0.022856326278338158
11795	0.09663089855499479
11867	0.05314060113743845
11876	0.011763996107717277
11889	0.07141126378459968
12057	0.05285331803142961
12173	0.11864597472250227
12188	0.07160177944530255
12259	0.11864597472250227
12337	0.16783486689530863
12338	0.2982319494282021
12387	0.14666875144827554
12489	0.19308650650254935
12537	0.024051437578545727
12584	0.03619079082313834
12649	0.0398105907713637
12766	0.014977588758098213
12768	0.044847465573197506
12855	0.047655147214197634
