t_index	term	df
4928	glascoff	1
4929	glaspi	3
4930	glass	20
4931	gleefulli	2
4932	glen	4
4933	glenni	2
4934	glimps	6
4935	glisten	1
4936	global	19
4937	globe	6
4938	glori	3
4939	gloria	1
4940	glorifi	1
4941	gloriou	2
4942	glove	4
4943	glow	3
4944	glue	4
4945	glum	1
4946	gmc	1
4947	gnassingb	1
4948	gnd	1
4949	go	367
4950	goal	19
4951	goate	1
4952	gobbl	1
4953	god	37
4954	goddess	1
4955	goe	33
4956	goggl	1
4957	goh	1
4958	goin	4
4959	gokool	1
4960	gold	15
4961	golden	4
4962	goldman	3
4963	goldsmith	3
4964	goldstein	4
4965	golf	4
4966	golfer	1
4967	goliath	1
4968	gone	74
4969	gonna	5
4970	good	206
4971	goodby	5
4972	goodwil	4
4973	gop	22
4974	goran	6
4975	gorbachov	1
4976	gordana	1
4977	gordi	3
4978	gordon	7
4979	gore	66
4980	gorgeou	1
4981	gorton	8
4982	gosh	1
4983	gossip	1
4984	gostran	1
4985	got	134
4986	gotten	11
4987	gov	77
4988	gove	1
4989	gover	1
4990	govern	352
4991	government	3
4992	governor	78
4993	gown	3
4994	grab	15
4995	grabbi	1
4996	grace	6
4997	graceless	1
4998	graciou	3
4999	grade	6
5000	grado	1
5001	gradual	9
5002	graduat	5
5003	graf	2
5004	graff	1
5005	graffiti	2
5006	graham	3
5007	grain	3
5008	graini	1
5009	gram	12
5010	gramm	3
5011	grammar	1
5012	grand	66
5013	grandchildren	2
5014	granddaught	4
5015	grandfath	2
5016	grandios	1
5017	grandma	1
5018	grandmaison	1
5019	grandmom	1
5020	grandmoth	5
5021	grandson	13
5022	granger	5
5023	granit	1
5024	grant	48
5025	grapevin	1
5026	graphic	2
5027	grappl	3
5028	grasp	7
5029	grassley	1
5030	grate	17
5031	gratifi	3
5032	gratitud	4
5033	grave	22
5034	gravesid	2
5035	gravest	1
5036	gravi	1
5037	gravit	1
5038	graviti	1
5039	gray	3
5040	graze	1
5041	great	97
5042	greater	30
5043	greatest	17
5044	greatli	2
5045	greec	4
5046	greed	1
5047	greek	3
5048	green	18
5049	greenhous	1
5050	greenleaf	1
5051	greenway	1
5052	greenwood	2
5053	greet	32
5054	greg	20
5055	gregor	4
5056	gregori	1
5057	gregorio	1
5058	grenad	11
5059	grenada	2
5060	greta	3
5061	grew	19
5062	grey	1
5063	grid	2
5064	gridlock	2
5065	grief	10
5066	griev	8
5067	grievanc	4
5068	griffith	1
5069	grim	18
5070	grimac	4
5071	grin	5
5072	grind	4
5073	grip	18
5074	grisli	2
5075	gritti	2
5076	groan	1
5077	groceri	2
5078	groh	1
5079	groom	1
5080	groov	2
5081	grope	1
5082	grosanc	1
5083	grosjean	17
5084	gross	2
5085	grotesqu	3
5086	ground	104
5087	groundbreak	1
5088	groundless	3
5089	groundstrok	12
5090	groundwork	3
5091	group	192
5092	grove	1
5093	grow	61
5094	grown	17
5095	growth	8
5096	grubac	2
5097	gruber	1
5098	grucci	3
5099	grudg	1
5100	grudgingli	1
5101	gruel	5
5102	gruesom	2
5103	grumbl	2
5104	gruntlik	4
5105	gu	1
5106	guadalup	2
5107	guarante	21
5108	guaranti	2
5109	guard	80
5110	guardao	2
5111	guardian	5
5112	guardsmen	2
5113	guatemala	23
5114	guatemalan	2
5115	gubernatori	3
5116	guei	38
5117	guerilla	4
5118	guerrilla	18
5119	guess	18
5120	guest	14
5121	guevara	1
5122	guid	26
5123	guidelin	11
5124	guido	1
5125	guie	3
5126	guillermo	1
5127	guilt	4
5128	guilti	41
5129	guinea	2
5130	guis	3
5131	gujarat	39
5132	gujarati	2
5133	gujral	1
5134	gulch	1
5135	gulf	94
5136	gull	1
5137	gullast	1
5138	gum	1
5139	gun	50
5140	gunboat	2
5141	gunfight	1
5142	gunfir	9
5143	gung	1
5144	gunman	2
5145	gunmen	1
5146	gunn	4
5147	gunrun	1
5148	gunshot	8
5149	gupta	2
5150	gurney	1
5151	guru	1
5152	gustavo	17
5153	gut	4
5154	gutman	1
5155	guy	33
5156	guzman	2
5157	guzun	1
5158	gymnasium	3
5159	gyro	2
5160	gyrocompass	1
5161	gyroscop	3
5162	h	32
5163	ha	3
5164	haass	4
5165	habiar	1
5166	habib	1
5167	habit	2
5168	haddock	1
5169	hadhramaut	6
5170	hadi	1
5171	hadith	1
5172	hadn	7
5173	hadramaut	2
5174	hager	2
5175	hagerstown	2
5176	haggard	1
5177	haggl	1
5178	hagu	33
5179	hahdramaut	1
5180	hai	2
5181	haider	1
5182	haight	1
5183	hail	11
5184	haiphong	1
5185	hair	19
5186	hairbreadth	1
5187	hairstyl	5
5188	hairstylist	1
5189	haiti	1
5190	haitian	1
5191	hal	1
5192	hale	1
5193	halevi	2
5194	haley	1
5195	half	123
5196	halfway	4
5197	haliberton	1
5198	hall	22
5199	halliburton	4
5200	hallway	3
5201	halprin	15
5202	halt	22
5203	ham	2
5204	hama	9
5205	hamdi	1
5206	hamilton	5
5207	hammer	12
5208	hammerfest	1
5209	hammock	1
5210	hamper	15
5211	hampshir	4
5212	hampton	1
5213	hamstr	1
5214	hamza	2
5215	hancock	1
5216	hand	165
5217	handcount	1
5218	handcuf	3
5219	handgun	12
5220	handi	3
5221	handicap	1
5222	handili	1
5223	handl	38
5224	handler	1
5225	handov	4
5226	handpick	5
5227	handshak	3
5228	handsom	2
5229	handwritten	4
5230	hang	23
5231	hangar	4
5232	hanger	1
5233	hankey	1
5234	hanoi	39
5235	hanov	1
5236	hantuchova	6
5237	hap	1
5238	haphazard	1
5239	happen	145
5240	happi	36
5241	happier	4
5242	happiest	3
5243	happili	1
5244	hara	1
5245	haraldseid	1
5246	harass	5
5247	harazi	2
5248	harbor	99
5249	harborsid	1
5250	harbour	1
5251	harburi	3
5252	hard	87
5253	hardbal	1
5254	hardcourt	3
5255	harden	6
5256	harder	11
5257	hardest	22
5258	hardi	2
5259	hardli	15
5260	hardlin	1
5261	hardship	6
5262	hardwar	1
5263	haren	13
5264	harerb	1
5265	harin	1
5266	harjivan	3
5267	harlem	1
5268	harley	1
5269	harm	8
5270	harmless	1
5271	harold	14
5272	harp	1
5273	harper	19
5274	harpoon	1
5275	harri	5
5276	harrison	2
5277	harrow	1
5278	harsh	16
5279	harshli	3
5280	hart	5
5281	harvard	2
5282	harvest	1
5283	harvey	1
5284	hashim	1
5285	hasid	3
5286	hasn	22
5287	hass	1
5288	hassan	1
5289	hassl	1
5290	hast	3
5291	hasten	1
5292	hastert	5
5293	hasti	2
5294	hastili	4
5295	hat	5
5296	hatch	24
5297	hate	8
5298	hatim	1
5299	hatr	8
5300	haul	6
5301	haunt	8
5302	haut	1
5303	havana	1
5304	haven	49
5305	haviar	2
5306	havoc	3
5307	haw	6
5308	hawaii	10
5309	hawk	3
5310	hawkin	25
5311	hawley	1
5312	hayat	2
5313	hazard	1
5314	head	206
5315	headach	2
5316	headband	4
5317	headdress	1
5318	headi	2
5319	headlight	1
5320	headlin	25
5321	headlinenew	2
5322	headmast	1
5323	headphon	1
5324	headquart	54
5325	headset	1
5326	headway	1
5327	heal	15
5328	heali	1
5329	health	73
5330	healthi	9
5331	heap	11
5332	hear	85
5333	heard	83
5334	heardnb	1
5335	hears	7
5336	hearst	9
5337	heart	43
5338	heartbeat	2
5339	heartbreak	2
5340	hearten	2
5341	heartfelt	2
5342	heat	29
5343	heath	2
5344	heaven	2
5345	heavi	65
5346	heaviest	2
5347	heavili	32
5348	heavyweight	6
5349	heck	1
5350	hedg	2
5351	heed	9
5352	heel	4
5353	hefe	1
5354	hegemoni	2
5355	heidi	2
5356	height	9
5357	heighten	29
5358	heir	9
5359	heiress	5
5360	heist	4
5361	heitkamp	2
5362	held	163
5363	helena	1
5364	helicopt	26
5365	hell	5
5366	hello	6
5367	helm	1
5368	helmet	11
5369	help	313
5370	helper	2
5371	helpless	4
5372	helplessli	1
5373	hem	1
5374	hemispher	4
5375	hen	1
5376	henc	3
5377	henderson	1
5378	henhous	1
5379	henin	3
5380	henman	12
5381	henri	35
5382	henrieta	3
5383	herald	8
5384	herb	2
5385	herbert	1
5386	herculean	1
5387	herd	5
5388	heritag	2
5389	hermann	1
5390	hernandez	5
5391	hernando	3
5392	hero	15
5393	heroic	8
5394	heroism	1
5395	herwig	1
5396	herzegovina	4
5397	hesit	6
5398	hetal	2
5399	heuberg	1
5400	hewitt	7
5401	hey	5
5402	hezbollah	4
5403	hi	6
5404	hiatu	2
5405	hiccup	1
5406	hicham	6
5407	hichim	1
5408	hickl	1
5409	hid	3
5410	hidden	5
5411	hide	55
5412	hideout	4
5413	hien	1
5414	high	208
5415	higher	43
5416	highest	41
5417	highland	3
5418	highli	37
5419	highlight	11
5420	highris	1
5421	highway	19
5422	hijazi	1
5423	hike	2
5424	hill	32
5425	hillari	59
5426	hillary2000	1
5427	hilli	6
5428	hillsboro	1
5429	hillsid	18
5430	hilton	2
5431	hinder	2
5432	hindi	1
5433	hindsight	3
5434	hindu	8
5435	hing	6
5436	hingi	40
5437	hint	10
5438	hinterland	3
5439	hip	2
5440	hirashima	3
5441	hire	11
5442	hiro	5
5443	hiromi	1
5444	hisashi	2
5445	hisham	1
5446	hispan	8
5447	histor	30
5448	histori	95
5449	historian	7
5450	hit	118
5451	hitler	2
5452	hitter	1
5453	hiv	1
5454	hive	1
5455	hm	1
5456	hmm	1
5457	hmo	2
5458	ho	26
5459	hoan	2
5460	hobbl	2
5461	hobe	1
5462	hobnob	1
5463	hodeidah	2
5464	hoe	4
5465	hoeven	1
5466	hoey	1
5467	hoffman	4
5468	holbrook	1
5469	hold	141
5470	holden	3
5471	holder	4
5472	holdov	1
5473	holdup	9
5474	hole	136
5475	holf	1
5476	holi	22
5477	holiday	26
5478	holiest	2
5479	hollow	1
5480	hollywood	5
5481	holtz	1
5482	homag	1
5483	homback	1
5484	home	320
5485	homecom	6
5486	homegrown	2
5487	homeland	25
5488	homeless	23
5489	homemad	4
5490	homemak	2
5491	homeown	1
5492	homeport	3
5493	homestead	2
5494	hometown	16
5495	homework	1
5496	homicid	1
5497	homili	1
5498	hondura	9
5499	honduran	6
5500	honest	13
5501	honesti	5
5502	honestli	5
5503	honey	2
5504	honeymoon	1
5505	hong	1
5506	honk	4
5507	honolulu	1
5508	honor	58
5509	honorif	1
5510	hoogenboom	1
5511	hook	1
5512	hooper	1
5513	hoopla	1
5514	hop	8
5515	hope	224
5516	horiuchi	2
5517	horizon	5
5518	horn	12
5519	horner	1
5520	horrend	3
5521	horribl	8
5522	horrif	6
5523	horrifi	5
5524	horror	3
5525	hors	6
5526	horsch	1
5527	horseback	3
5528	horsepow	1
5529	hose	9
5530	hosni	6
5531	hospit	88
5532	hoss	1
5533	host	22
5534	hostag	30
5535	hostil	15
5536	hot	15
5537	hotb	2
5538	hotel	69
5539	hoteol	1
5540	hothead	2
5541	hotli	9
5542	hound	2
5543	houphouet	6
5544	hour	287
5545	houri	1
5546	hourli	1
5547	hourlong	1
5548	hous	293
5549	household	3
5550	housekeep	1
5551	housew	2
5552	housewif	1
5553	houston	12
5554	hover	6
5555	howard	14
5556	howev	124
5557	hq	1
5558	hrbati	16
5559	htm	11
5560	html	12
5561	http	58
5562	huaman	2
5563	huang	1
5564	hub	4
5565	hubbard	1
5566	hubbel	8
5567	hubbl	1
5568	huber	2
5569	hubert	5
5570	huckabe	1
5571	huddl	7
5572	hudson	5
5573	hue	1
5574	huff	1
5575	huffington	3
5576	huffman	1
5577	hug	14
5578	huge	77
5579	hugh	2
5580	hugo	1
5581	huh	4
5582	hulk	2
5583	hull	78
5584	human	60
5585	humanitarian	31
5586	humbl	7
5587	humbler	1
5588	humid	3
5589	humil	2
5590	humili	10
5591	humor	2
5592	humphrey	2
5593	hunch	2
5594	hundr	120
5595	hung	12
5596	hungari	3
5597	hungarian	1
5598	hunger	4
5599	hungri	11
5600	hunt	25
5601	hunta	1
5602	hunter	11
5603	huntsvil	1
5604	hurdl	4
5605	hurl	8
5606	hurrah	1
5607	hurri	4
5608	hurrican	6
5609	hurt	37
5610	hurtado	1
5611	husarova	2
5612	husband	74
5613	hush	1
5614	huski	2
5615	hussain	1
5616	hussan	1
5617	hussein	8
5618	hussian	1
5619	hut	1
5620	hutchinson	2
5621	hutchison	5
5622	hwa	1
5623	hyderabad	3
5624	hydra	1
5625	hyena	2
5626	hygien	1
5627	hymlek	1
5628	hymn	4
5629	hype	3
5630	hyperinfl	7
5631	hypothermia	2
5632	hypothet	6
5633	hyster	2
5634	hysteria	1
5635	hz	1
5636	i	1
5637	iamaw	1
5638	ian	4
5639	iant	1
5640	ibero	5
5641	ibrahim	2
5642	icbl	1
5643	ice	3
5644	iceberg	1
5645	icg	1
5646	ick	2
5647	icn	1
5648	icon	5
5649	id	7
5650	ida	2
5651	idaho	3
5652	idea	41
5653	ideal	12
5654	ident	31
5655	identif	23
5656	identifi	96
5657	ideolog	10
5658	ideologu	1
5659	idyl	3
5660	ignacio	4
5661	ignit	1
5662	ignomini	4
5663	ignor	22
5664	igor	26
5665	ii	32
5666	iii	9
5667	il	3
5668	ili	4
5669	ilic	2
5670	ilija	1
5671	ilk	1
5672	ill	31
5673	illeg	44
5674	illegitim	7
5675	illicit	10
5676	illinoi	5
5677	illumin	1
5678	illus	3
5679	illustr	9
5680	illustri	2
5681	ilya	9
5682	imag	28
5683	imagin	28
5684	imam	2
5685	imbal	1
5686	imbu	1
5687	imf	2
5688	imlegitim	1
5689	immacul	1
5690	immedi	124
5691	immens	3
5692	immers	1
5693	immigr	29
5694	immin	5
5695	immobil	2
5696	immor	1
5697	immun	2
5698	imp	1
5699	impact	33
5700	imparti	5
5701	impass	6
5702	impati	3
5703	impeach	21
5704	impecc	2
5705	imped	3
5706	impedi	1
5707	impeech	1
5708	impend	3
5709	impenetr	1
5710	imper	1
5711	impercept	1
5712	imperfect	2
5713	imperi	2
5714	imperialist	4
5715	imperson	3
5716	impetu	2
5717	impich	1
5718	implement	10
5719	impli	5
5720	implic	14
5721	implicit	2
5722	implod	1
5723	implor	2
5724	imponder	1
5725	import	138
5726	importantli	2
5727	impos	39
5728	imposs	37
5729	impot	1
5730	impoverish	17
5731	impract	1
5732	impress	18
5733	imprimatur	1
5734	imprison	12
5735	improb	3
5736	impromptu	2
5737	improp	3
5738	improperli	1
5739	improprieti	1
5740	improv	59
5741	improvis	3
5742	impuls	2
5743	impun	4
5744	in	1
5745	inabl	9
5746	inaccess	3
5747	inaccur	4
5748	inact	1
5749	inadequ	7
5750	inadequaci	1
5751	inadvert	1
5752	inappropri	9
5753	inaugur	26
5754	inc	2
5755	incap	2
5756	incapac	15
5757	incarcer	4
5758	incas	1
5759	incens	3
5760	incent	5
5761	incerlik	1
5762	inch	20
5763	inchon	1
5764	incid	47
5765	incident	1
5766	incirlik	2
5767	incit	7
5768	inclin	4
5769	includ	293
5770	inclus	4
5771	incom	15
5772	incompat	2
5773	incompet	1
5774	incomplet	6
5775	incomprehens	1
5776	inconceiv	2
5777	inconclus	3
5778	incorrect	2
5779	incorrectli	1
5780	increas	42
5781	increasingli	30
5782	incred	19
5783	incredul	1
5784	incrimin	3
5785	incub	1
5786	incumb	30
5787	ind	8
5788	inde	27
5789	indecis	3
5790	indefens	1
5791	indefinit	14
5792	independ	97
5793	index	5
5794	india	68
5795	indian	49
5796	indiana	5
5797	indic	79
5798	indict	47
5799	indiffer	2
5800	indign	7
5801	indirect	1
5802	indirectli	4
5803	indiscret	1
5804	indispens	1
5805	indit	3
5806	individu	35
5807	indo	1
5808	indochina	2
5809	indonesia	9
5810	indonesian	1
5811	indoor	6
5812	induc	3
5813	induct	1
5814	inducte	1
5815	indulg	1
5816	industri	28
5817	ineffect	5
5818	ineffectu	2
5819	ineffici	2
5820	inelig	1
5821	inequ	1
5822	inescap	2
5823	inevit	15
5824	inexcus	2
5825	inexpens	1
5826	inexplic	1
5827	infam	2
5828	infanc	1
5829	infant	8
5830	infect	6
5831	infest	7
5832	infight	3
5833	infiltr	10
5834	inflam	4
5835	inflamm	2
5836	inflat	19
5837	inflict	17
5838	influenc	48
5839	influenti	8
5840	influx	1
5841	info	1
5842	inform	165
5843	infrastructur	3
5844	infuri	3
5845	ing	2
5846	ingal	3
5847	ingenu	1
5848	ingest	2
5849	ingrati	2
5850	inhabit	7
5851	inherit	4
5852	inhibit	2
5853	inim	1
5854	iniquit	1
5855	initi	93
5856	inject	8
5857	injur	159
5858	injuri	63
5859	injustic	2
5860	ink	1
5861	inkl	3
5862	inland	1
5863	inlay	1
5864	inmat	41
5865	inn	5
5866	innat	1
5867	inner	18
5868	innoc	30
5869	innocu	1
5870	innov	6
5871	innsbrook	2
5872	innumer	2
5873	inquir	1
5874	inquiri	30
5875	inquisit	3
5876	inquisitor	1
5877	insati	1
5878	insect	1
5879	insecur	1
5880	insepar	1
5881	insert	3
5882	insid	124
5883	insight	1
5884	insinu	1
5885	insist	91
5886	inspect	13
5887	inspector	13
5888	inspir	12
5889	inspit	1
5890	instabl	14
5891	instal	26
5892	instanc	16
5893	instant	4
5894	instantan	2
5895	instantli	15
5896	instead	72
5897	instil	1
5898	instinct	5
5899	institut	75
5900	institution	4
5901	instituto	1
5902	instruct	15
5903	instrument	11
5904	insular	1
5905	insult	3
5906	insur	11
5907	insurg	17
5908	insurmount	1
5909	insurrect	3
5910	intact	6
5911	integr	6
5912	intellectu	5
5913	intellig	110
5914	intelligentia	1
5915	intend	49
5916	intens	29
5917	intensifi	15
5918	intent	36
5919	inter	2
5920	interact	2
5921	interced	3
5922	intercept	6
5923	intercontinent	1
5924	interdict	1
5925	interest	106
5926	interf	1
5927	interfax	8
5928	interfer	3
5929	interim	25
5930	interior	22
5931	intermediari	2
5932	intermingl	1
5933	intermitt	5
5934	intern	219
5935	internet	18
5936	interpret	8
5937	interraci	1
5938	interrog	16
5939	interrupt	13
5940	intersect	4
5941	interst	2
5942	intertwin	3
5943	interv	1
5944	interven	17
5945	intervent	14
5946	interview	120
5947	intifada	1
5948	intim	1
5949	intimid	7
5950	intoler	2
5951	intox	6
5952	intransit	1
5953	intric	2
5954	intricaci	1
5955	intrigu	5
5956	introduc	14
5957	introduct	2
5958	introductori	1
5959	introspect	1
5960	intrus	1
5961	intyr	2
5962	inund	2
5963	invad	2
5964	invalid	7
5965	invas	5
5966	invent	7
5967	invert	1
5968	invest	34
5969	investbanka	1
5970	investig	279
5971	investigat	1
5972	investor	16
5973	invigor	1
5974	invinc	2
5975	inviol	1
5976	invit	26
5977	invok	1
5978	involv	137
5979	inward	2
5980	iowa	12
5981	ipd	1
5982	ira	3
5983	iran	18
5984	iranian	5
5985	iraq	26
5986	iraqi	8
5987	irina	2
5988	irish	2
5989	iron	32
5990	ironi	1
5991	irrat	1
5992	irregular	17
5993	irrelev	2
5994	irrespons	3
5995	irrevers	4
5996	irrevoc	2
5997	irrit	1
5998	irv	24
5999	irvingpd	12
6000	iryani	11
6001	isabela	1
6002	ise	1
6003	isff	1
6004	isham	2
6005	isl	1
6006	islam	68
6007	islamabad	4
6008	islamist	1
6009	islamiya	2
6010	island	23
6011	islaymiyya	1
6012	islyki	1
6013	ismael	3
6014	isn	16
6015	isol	34
6016	isolationist	1
6017	isra	47
6018	israel	73
6019	issu	161
6020	issuanc	3
6021	istanbul	1
6022	itali	11
6023	italian	5
6024	itar	4
6025	itch	2
6026	item	7
6027	itf	1
6028	ithaca	2
6029	itiner	1
6030	itinerari	4
6031	itogi	2
6032	iv	1
6033	iva	6
6034	ivan	4
6035	ivanak	1
6036	ivanov	20
6037	ivashkov	1
6038	ivo	1
6039	ivoirian	6
6040	ivoirit	2
6041	ivon	2
6042	ivori	51
6043	ivorian	27
6044	iwo	2
6045	izetbegov	1
6046	j	33
6047	ja	3
6048	jack	20
6049	jacket	6
6050	jackhamm	2
6051	jacki	4
6052	jackson	4
6053	jacksonvil	2
6054	jacob	1
6055	jacobson	1
6056	jacqu	7
6057	jag	8
6058	jagdishthandra	1
6059	jagland	3
6060	jai	1
6061	jail	55
6062	jailbreak	1
6063	jaim	5
6064	jaisalm	1
6065	jakarta	1
6066	jake	25
6067	jalpataua	5
6068	jam	13
6069	jamal	6
6070	jambiya	1
6071	jame	56
6072	jami	2
6073	jan	42
6074	jana	1
6075	janata	3
6076	jane	9
6077	janel	1
6078	janet	16
6079	janett	2
6080	jang	2
6081	jangonibi	1
6082	janiss	3
6083	janitor	1
6084	jankov	1
6085	januari	22
6086	japan	64
6087	japanes	36
6088	jarcob	1
6089	jason	1
6090	jauntier	1
6091	javier	7
6092	jay	3
6093	jayantil	1
6094	jayn	5
6095	jayshre	1
6096	jaysukhlalani	1
6097	jazeera	3
6098	jazera	1
6099	jd	1
6100	jdc	1
6101	jealous	1
6102	jean	56
6103	jeann	1
6104	jeanni	2
6105	jeb	2
6106	jeep	11
6107	jeevan	1
6108	jeff	4
6109	jefferson	15
6110	jefford	2
6111	jefri	1
6112	jehangir	1
6113	jelena	8
6114	jen	4
6115	jenna	2
6116	jenni	1
6117	jennif	44
6118	jeopard	1
6119	jeopardi	2
6120	jerica	1
6121	jerk	1
6122	jerom	3
6123	jerri	10
6124	jerrold	1
6125	jersey	19
6126	jerudong	1
6127	jerusalem	10
6128	jess	2
6129	jessi	2
6130	jesu	2
6131	jet	19
6132	jethwa	1
6133	jew	5
6134	jewel	1
6135	jewelri	3
6136	jewish	12
6137	jhonni	1
6138	jiang	7
6139	jiddah	1
6140	jig	1
6141	jihad	21
6142	jihadi	1
6143	jihadist	2
6144	jim	51
6145	jima	2
6146	jimen	1
6147	jimmi	10
6148	jing	1
6149	jiri	11
6150	jiten	1
6151	jitsukawa	1
6152	jo	9
6153	joachim	1
6154	joan	4
6155	job	103
6156	jobe	1
6157	jobless	2
6158	jochamowitz	2
6159	jockey	1
6160	jocular	1
6161	jodi	3
6162	joe	5
6163	joel	1
6164	joerg	1
6165	jog	1
6166	johann	1
6167	johansson	3
6168	john	135
6169	johnashcroft	6
6170	johnn	1
6171	johnni	1
6172	johnson	14
6173	join	117
6174	joint	31
6175	jointli	1
6176	joke	16
6177	jolt	8
6178	jon	14
6179	jonathan	12
6180	jone	14
6181	jong	2
6182	jordan	11
6183	jordanian	4
6184	jorg	3
6185	joschka	2
6186	jose	16
6187	joseph	43
6188	josh	1
6189	joshi	1
6190	joshua	3
6191	josip	1
6192	jospin	1
6193	jostl	2
6194	journalist	37
6195	journey	19
6196	journeyni	1
6197	joust	2
6198	jovanov	1
6199	jovic	1
6200	joy	12
6201	joyou	4
6202	joyous	1
6203	joyrid	1
6204	joytosna	3
6205	jr	26
6206	jrm	1
6207	jtf	2
6208	juan	17
6209	juana	1
6210	juarez	1
6211	jubil	13
6212	judd	4
6213	judg	63
6214	judgement	1
6215	judgeship	1
6216	judgment	9
6217	judi	3
6218	judici	24
6219	judiciari	12
6220	judith	4
6221	juelu	1
6222	jug	1
6223	juggler	1
6224	jugic	1
6225	jukic	1
6226	jul	1
6227	juli	60
6228	julio	4
6229	jumbl	2
6230	jump	18
6231	jumper	1
6232	junction	1
6233	june	41
6234	jung	5
6235	jungl	1
6236	junior	9
6237	junk	10
6238	junta	23
6239	jurenovich	3
6240	jurgua	1
6241	juri	14
6242	jurisdict	2
6243	jurisprud	1
6244	jurist	1
6245	juror	2
6246	justic	102
6247	justif	5
6248	justifi	12
6249	justin	7
6250	k	16
6251	kafelnikov	29
6252	kaffu	1
6253	kahn	4
6254	kalamazoo	2
6255	kalashnikov	2
6256	kalemegdan	1
6257	kalmen	1
6258	kaluga	1
6259	kamarau	1
6260	kamikaz	3
6261	kamisar	1
6262	kan	4
6263	kandahar	3
6264	kansa	14
6265	kansara	1
6266	karachi	3
6267	karadich	1
6268	karadjordjev	1
6269	karadz	3
6270	karamo	1
6271	karat	1
6272	karen	1
6273	karim	12
6274	karin	2
6275	karisma	1
6276	karita	1
6277	karl	2
6278	karol	3
6279	karuth	1
6280	kashmir	2
6281	kasich	1
6282	kasra	1
6283	katarina	1
6284	kathi	1
6285	kathia	3
6286	kathleen	4
6287	kati	3
6288	katmandu	1
6289	katzenbach	1
6290	kay	5
6291	kcep	3
6292	kearney	1
6293	keedysvil	1
6294	keef	1
6295	keel	7
6296	keeler	1
6297	keen	3
6298	keep	131
6299	keith	11
6300	kelli	2
6301	kemba	2
6302	kemp	4
6303	ken	7
6304	kendal	1
6305	kendel	1
6306	kenedi	19
6307	kennedi	22
6308	kenneth	22
6309	kenni	1
6310	kent	4
6311	kentucki	6
6312	kenya	39
6313	kenyan	2
6314	kenzo	3
6315	kept	63
6316	kera	1
6317	kerchief	1
6318	kerrey	1
6319	kerri	2
6320	keshubhai	4
6321	ketan	1
6322	kevin	6
6323	key	73
6324	keyboard	3
6325	keyston	2
6326	kft	1
6327	kgb	5
6328	kha	7
6329	khai	1
6330	khaldei	1
6331	khale	4
6332	khalifa	3
6333	khamri	1
6334	khoan	1
6335	khobar	8
6336	khou	2
6337	khouang	1
6338	ki	1
6339	kick	14
6340	kickback	6
6341	kid	10
6342	kidnap	31
6343	kidnapp	6
6344	kidney	6
6345	kiefer	4
6346	kieli	1
6347	kielli	1
6348	kill	431
6349	killer	21
6350	kilomet	3
6351	kim	20
6352	kin	3
6353	kind	115
6354	kinda	2
6355	kinder	1
6356	king	17
6357	kingdom	3
6358	kingsvil	1
6359	kinship	1
6360	kipper	1
6361	kiri	1
6362	kirk	17
6363	kirti	1
6364	kiss	8
6365	kissimme	1
6366	kit	12
6367	kitchen	11
6368	kitkat	1
6369	kitti	2
6370	kktv	4
6371	klebanov	9
6372	klempson	1
6373	kline	2
6374	klink	3
6375	kmov	5
6376	knack	2
6377	knee	2
6378	kneel	2
6379	knew	54
6380	knez	1
6381	knife	6
6382	knippschild	1
6383	knit	1
6384	knive	4
6385	knock	28
6386	knockout	1
6387	knot	1
6388	know	247
6389	knowingli	1
6390	knowledg	16
6391	known	156
6392	knoxvil	5
6393	kobe	1
6394	koch	1
6395	kofi	13
6396	kohl	2
6397	kohut	1
6398	kokilabehn	1
6399	koler	3
6400	koleskinov	1
6401	kolesnikov	13
6402	kollek	1
6403	kolubara	17
6404	kolubarska	1
6405	komasagua	1
6406	komers	2
6407	komsomolskaya	1
6408	konan	12
6409	kone	3
6410	kong	1
6411	konsensu	1
6412	korac	4
6413	koran	2
6414	korea	11
6415	korean	9
6416	korhogo	8
6417	kornblum	1
6418	korton	1
6419	koryerov	1
6420	kosovar	3
6421	kosovo	47
6422	kosovor	1
6423	kosovska	1
6424	kostinitca	1
6425	kostolac	1
6426	kostrolot	1
6427	kostroma	1
6428	kostunica	103
6429	kothari	1
6430	kouassi	1
6431	kournikova	22
6432	kovac	1
6433	kovacev	4
6434	kragujevac	2
6435	kraljevo	1
6436	krall	1
6437	krasnaya	1
6438	kratochvil	2
6439	krauss	1
6440	kremlin	4
6441	krin	1
6442	krishna	1
6443	kristen	1
6444	kristi	1
6445	kristina	1
6446	krugel	2
6447	kubikov	1
6448	kucera	3
6449	kuchera	1
6450	kuerten	16
6451	kuerton	1
6452	kugel	1
6453	kuluada	1
6454	kumamoto	1
6455	kumbh	3
6456	kumsomolitz	1
6457	kuntal	3
6458	kurd	1
6459	kuroyedov	5
6460	kursk	55
6461	kursumlija	1
6462	kurti	1
6463	kusa	1
6464	kusi	1
6465	kutch	3
6466	kuwait	15
